dataset,data_layer,metric,time_fs,value
master_results,population_diagonal_production_30ps,population_diagonal_purity,2810,0.422752686689
master_results,population_diagonal_production_30ps,population_diagonal_purity,2820,0.422363728372
master_results,population_diagonal_production_30ps,population_diagonal_purity,2830,0.421976399122
master_results,population_diagonal_production_30ps,population_diagonal_purity,2840,0.421590682318
master_results,population_diagonal_production_30ps,population_diagonal_purity,2850,0.421206574614
master_results,population_diagonal_production_30ps,population_diagonal_purity,2860,0.420824064236
master_results,population_diagonal_production_30ps,population_diagonal_purity,2870,0.420443143766
master_results,population_diagonal_production_30ps,population_diagonal_purity,2880,0.420063789794
master_results,population_diagonal_production_30ps,population_diagonal_purity,2890,0.41968599619
master_results,population_diagonal_production_30ps,population_diagonal_purity,2900,0.419309757098
master_results,population_diagonal_production_30ps,population_diagonal_purity,2910,0.418935061839
master_results,population_diagonal_production_30ps,population_diagonal_purity,2920,0.418561901521
master_results,population_diagonal_production_30ps,population_diagonal_purity,2930,0.418190266686
master_results,population_diagonal_production_30ps,population_diagonal_purity,2940,0.417820135654
master_results,population_diagonal_production_30ps,population_diagonal_purity,2950,0.417451507594
master_results,population_diagonal_production_30ps,population_diagonal_purity,2960,0.417084372762
master_results,population_diagonal_production_30ps,population_diagonal_purity,2970,0.416718722711
master_results,population_diagonal_production_30ps,population_diagonal_purity,2980,0.416354547372
master_results,population_diagonal_production_30ps,population_diagonal_purity,2990,0.415991837862
master_results,population_diagonal_production_30ps,population_diagonal_purity,3000,0.415630586301
master_results,population_diagonal_production_30ps,population_diagonal_purity,3010,0.41516820852
master_results,population_diagonal_production_30ps,population_diagonal_purity,3020,0.414399003334
master_results,population_diagonal_production_30ps,population_diagonal_purity,3030,0.413143922107
master_results,population_diagonal_production_30ps,population_diagonal_purity,3040,0.411393003225
master_results,population_diagonal_production_30ps,population_diagonal_purity,3050,0.409359353153
master_results,population_diagonal_production_30ps,population_diagonal_purity,3060,0.407338665884
master_results,population_diagonal_production_30ps,population_diagonal_purity,3070,0.405548236356
master_results,population_diagonal_production_30ps,population_diagonal_purity,3080,0.404066473297
master_results,population_diagonal_production_30ps,population_diagonal_purity,3090,0.402866264509
master_results,population_diagonal_production_30ps,population_diagonal_purity,3100,0.40187852523
master_results,population_diagonal_production_30ps,population_diagonal_purity,3110,0.401037984271
master_results,population_diagonal_production_30ps,population_diagonal_purity,3120,0.400299501519
master_results,population_diagonal_production_30ps,population_diagonal_purity,3130,0.399635740467
master_results,population_diagonal_production_30ps,population_diagonal_purity,3140,0.399030178284
master_results,population_diagonal_production_30ps,population_diagonal_purity,3150,0.398472570991
master_results,population_diagonal_production_30ps,population_diagonal_purity,3160,0.397956914429
master_results,population_diagonal_production_30ps,population_diagonal_purity,3170,0.397479577812
master_results,population_diagonal_production_30ps,population_diagonal_purity,3180,0.397036942746
master_results,population_diagonal_production_30ps,population_diagonal_purity,3190,0.39662389139
master_results,population_diagonal_production_30ps,population_diagonal_purity,3200,0.396234273358
master_results,population_diagonal_production_30ps,population_diagonal_purity,3210,0.395862747845
master_results,population_diagonal_production_30ps,population_diagonal_purity,3220,0.39550630168
master_results,population_diagonal_production_30ps,population_diagonal_purity,3230,0.395164295432
master_results,population_diagonal_production_30ps,population_diagonal_purity,3240,0.394837248067
master_results,population_diagonal_production_30ps,population_diagonal_purity,3250,0.394525470102
master_results,population_diagonal_production_30ps,population_diagonal_purity,3260,0.394228254429
master_results,population_diagonal_production_30ps,population_diagonal_purity,3270,0.39394345966
master_results,population_diagonal_production_30ps,population_diagonal_purity,3280,0.393669139257
master_results,population_diagonal_production_30ps,population_diagonal_purity,3290,0.393403228305
master_results,population_diagonal_production_30ps,population_diagonal_purity,3300,0.393144201325
master_results,population_diagonal_production_30ps,population_diagonal_purity,3310,0.392890751273
master_results,population_diagonal_production_30ps,population_diagonal_purity,3320,0.392642095829
master_results,population_diagonal_production_30ps,population_diagonal_purity,3330,0.392397775482
master_results,population_diagonal_production_30ps,population_diagonal_purity,3340,0.392157366438
master_results,population_diagonal_production_30ps,population_diagonal_purity,3350,0.391920416955
master_results,population_diagonal_production_30ps,population_diagonal_purity,3360,0.391686591344
master_results,population_diagonal_production_30ps,population_diagonal_purity,3370,0.391455548737
master_results,population_diagonal_production_30ps,population_diagonal_purity,3380,0.391226969789
master_results,population_diagonal_production_30ps,population_diagonal_purity,3390,0.391000591732
master_results,population_diagonal_production_30ps,population_diagonal_purity,3400,0.390776238102
master_results,population_diagonal_production_30ps,population_diagonal_purity,3410,0.390553699858
master_results,population_diagonal_production_30ps,population_diagonal_purity,3420,0.390332825138
master_results,population_diagonal_production_30ps,population_diagonal_purity,3430,0.390113479481
master_results,population_diagonal_production_30ps,population_diagonal_purity,3440,0.389895532252
master_results,population_diagonal_production_30ps,population_diagonal_purity,3450,0.389678858752
master_results,population_diagonal_production_30ps,population_diagonal_purity,3460,0.389463340532
master_results,population_diagonal_production_30ps,population_diagonal_purity,3470,0.389248866009
master_results,population_diagonal_production_30ps,population_diagonal_purity,3480,0.38903534323
master_results,population_diagonal_production_30ps,population_diagonal_purity,3490,0.388822695278
master_results,population_diagonal_production_30ps,population_diagonal_purity,3500,0.388610852189
