dataset_id,snr,snr_c,fdm_lite,psi_lite,iqi_spec,delta_lambda_over_fwhm,delta_bic,p_doublet,peak_nm,prep_stability,p_boundary
pubchem::36314,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::36314,135,300,-0.55,0.05,0.406125,,,,,0.95,0.05
pubchem::36314,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::36314,24,300,-0.92,0.05,0.0722,,,,,0.95,0.05
pubchem::36314,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::36314,13,300,-0.956667,0.05,0.0391083,,,,,0.95,0.05
pubchem::36314,0.34,300,-0.998867,0.05,0.00102283,,,,,0.95,0.05
pubchem::36314,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::36314,,300,,0.05,,,35,1,,0.95,0.05
pubchem::36314,230,300,-0.233333,0.05,0.691917,,,,,0.95,0.05
pubchem::36314,230,300,-0.233333,0.05,0.691917,,,,,0.95,0.05
pubchem::36314,227,300,-0.243333,0.05,0.682892,,,,,0.95,0.05
pubchem::36314,254,300,-0.153333,0.05,0.764117,,,,,0.95,0.05
pubchem::36314,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::36314,49,300,-0.836667,0.05,0.147408,,,,,0.95,0.05
pubchem::36314,195,300,-0.35,0.05,0.586625,,,,,0.95,0.05
pubchem::36314,24,300,-0.92,0.05,0.0722,,,,,0.95,0.05
pubchem::36314,25,300,-0.916667,0.05,0.0752083,,,,,0.95,0.05
pubchem::36314,1,300,-0.996667,0.05,0.00300833,,,,,0.95,0.05
pubchem::36314,26519,300,87.3967,0.05,0.9025,,,,,0.95,0.05
pubchem::36314,501922,300,1672.07,0.05,0.9025,,,,,0.95,0.05
pubchem::36314,1013,300,2.37667,0.05,0.9025,,,,,0.95,0.05
pubchem::3717450,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::4030,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::4030,547852,300,1825.17,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,507791,300,1691.64,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::4030,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::4030,200,300,-0.333333,0.05,0.601667,,,,,0.95,0.05
pubchem::4030,1807,300,5.02333,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,1807,300,5.02333,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,1807,300,5.02333,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,99,300,-0.67,0.05,0.297825,,,,,0.95,0.05
pubchem::4030,99,300,-0.67,0.05,0.297825,,,,,0.95,0.05
pubchem::4030,99,300,-0.67,0.05,0.297825,,,,,0.95,0.05
pubchem::4030,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,21,300,-0.93,0.05,0.063175,,,,,0.95,0.05
pubchem::4030,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::4030,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::4030,80,300,-0.733333,0.05,0.240667,,,,,0.95,0.05
pubchem::4030,1807,300,5.02333,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,1807,300,5.02333,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,2.6,300,-0.991333,0.05,0.00782167,,,,,0.95,0.05
pubchem::4030,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::4030,24812,300,81.7067,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,501922,300,1672.07,0.05,0.9025,,,,,0.95,0.05
pubchem::4030,465,300,0.55,0.05,0.9025,,,,,0.95,0.05
pubchem::40839,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::40839,507791,300,1691.64,0.05,0.9025,,,,,0.95,0.05
pubchem::40839,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::40839,0.55,300,-0.998167,0.05,0.00165458,,,,,0.95,0.05
pubchem::40839,0,300,-1,0.05,0,,,,,0.95,0.05
pubchem::40839,0,300,-1,0.05,0,,,,,0.95,0.05
pubchem::4122,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::4122,75228,300,249.76,0.05,0.9025,,,,,0.95,0.05
pubchem::429016,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::429017,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::43116,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::443593,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::44408087,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::44417235,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::447865,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::447865,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::447865,2672,300,7.90667,0.05,0.9025,,,,,0.95,0.05
pubchem::447865,14651,300,47.8367,0.05,0.9025,,,,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,1410,1,,0.95,0.05
pubchem::448013,,300,,0.05,,,1410,1,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,1623,300,4.41,0.05,0.9025,,,,,0.95,0.05
pubchem::448013,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448013,6085,300,19.2833,0.05,0.9025,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14,0.999089,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,68,300,-0.773333,0.05,0.204567,,,,,0.95,0.05
pubchem::448799,,300,,0.05,,,14.1,0.999133,,0.95,0.05
pubchem::448799,9778,300,31.5933,0.05,0.9025,,,,,0.95,0.05
pubchem::45055483,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::45073403,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::45356262,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::45358014,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::46926355,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5281828,626,300,1.08667,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5311497,4.3,300,-0.985667,0.05,0.0129358,,,,,0.95,0.05
pubchem::5311497,1,300,-0.996667,0.05,0.00300833,,,,,0.95,0.05
pubchem::5311497,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::5311497,507791,300,1691.64,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::5311497,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5311497,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::5311497,234,300,-0.22,0.05,0.70395,,,,,0.95,0.05
pubchem::5311497,46,300,-0.846667,0.05,0.138383,,,,,0.95,0.05
pubchem::5311497,1.63,300,-0.994567,0.05,0.00490358,,,,,0.95,0.05
pubchem::5311497,15,300,-0.95,0.05,0.045125,,,,,0.95,0.05
pubchem::5311497,27.7,300,-0.907667,0.05,0.0833308,,,,,0.95,0.05
pubchem::5311497,50,300,-0.833333,0.05,0.150417,,,,,0.95,0.05
pubchem::5311497,50,300,-0.833333,0.05,0.150417,,,,,0.95,0.05
pubchem::5311497,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,80,300,-0.733333,0.05,0.240667,,,,,0.95,0.05
pubchem::5311497,,300,,0.05,,,,,,0.95,0.05
pubchem::5311497,,300,,0.05,,,,,,0.95,0.05
pubchem::5311497,49,300,-0.836667,0.05,0.147408,,,,,0.95,0.05
pubchem::5311497,,300,,0.05,,,40,1,,0.95,0.05
pubchem::5311497,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::5311497,13,300,-0.956667,0.05,0.0391083,,,,,0.95,0.05
pubchem::5311497,501922,300,1672.07,0.05,0.9025,,,,,0.95,0.05
pubchem::5311497,1125,300,2.75,0.05,0.9025,,,,,0.95,0.05
pubchem::53379371,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::5344,,300,,0.05,,,1,0.622459,,0.95,0.05
pubchem::5344,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5344,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5344,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5344,60,300,-0.8,0.05,0.1805,,,,,0.95,0.05
pubchem::5344,0,300,-1,0.05,0,,,,,0.95,0.05
pubchem::5344,77259,300,256.53,0.05,0.9025,,,,,0.95,0.05
pubchem::5344,507791,300,1691.64,0.05,0.9025,,,,,0.95,0.05
pubchem::5344,97,300,-0.676667,0.05,0.291808,,,,,0.95,0.05
pubchem::5344,85,300,-0.716667,0.05,0.255708,,,,,0.95,0.05
pubchem::5344,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::5344,122,300,-0.593333,0.05,0.367017,,,,,0.95,0.05
pubchem::5344,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5344,63,300,-0.79,0.05,0.189525,,,,,0.95,0.05
pubchem::5344,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::5344,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::5344,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::5344,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::5344,30,300,-0.9,0.05,0.09025,,,,,0.95,0.05
pubchem::5344,3.1,300,-0.989667,0.05,0.00932583,,,,,0.95,0.05
pubchem::5344,127,300,-0.576667,0.05,0.382058,,,,,0.95,0.05
pubchem::5344,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::5344,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::5344,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::5344,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::5344,,300,,0.05,,,86,1,,0.95,0.05
pubchem::5344,,300,,0.05,,,86,1,,0.95,0.05
pubchem::5344,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::5344,,300,,0.05,,,1,0.622459,,0.95,0.05
pubchem::5344,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::5344,,300,,0.05,,,1.01,0.623634,,0.95,0.05
pubchem::5344,,300,,0.05,,,1.01,0.623634,,0.95,0.05
pubchem::5344,0.034,300,-0.999887,0.05,0.000102283,,,,,0.95,0.05
pubchem::5344,48,300,-0.84,0.05,0.1444,,,,,0.95,0.05
pubchem::5344,501922,300,1672.07,0.05,0.9025,,,,,0.95,0.05
pubchem::5344,416,300,0.386667,0.05,0.9025,,,,,0.95,0.05
pubchem::5353431,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::5353889,,300,,0.05,,,10.3,0.994234,,0.95,0.05
pubchem::5353889,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5353889,,300,,0.05,,,10.3,0.994234,,0.95,0.05
pubchem::5353889,,300,,0.05,,,10.3,0.994234,,0.95,0.05
pubchem::5365290,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5388983,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5388983,0,300,-1,0.05,0,,,,,0.95,0.05
pubchem::5388983,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::5388983,,300,,0.05,,,40,1,,0.95,0.05
pubchem::5388983,0,300,-1,0.05,0,,,,,0.95,0.05
pubchem::5388983,501922,300,1672.07,0.05,0.9025,,,,,0.95,0.05
pubchem::5388983,1127,300,2.75667,0.05,0.9025,,,,,0.95,0.05
pubchem::5388992,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5388993,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5468287,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::547450,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5488895,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,14,0.999089,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5569,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5569,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,100,300,-0.666667,0.05,0.300833,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,1982,1,,0.95,0.05
pubchem::5569,12,300,-0.96,0.05,0.0361,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,15,0.999447,,0.95,0.05
pubchem::5569,,300,,0.05,,,15,0.999447,,0.95,0.05
pubchem::5569,,300,,0.05,,,15,0.999447,,0.95,0.05
pubchem::5569,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5569,114,300,-0.62,0.05,0.34295,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,52,1,,0.95,0.05
pubchem::5569,10,300,-0.966667,0.05,0.0300833,,,,,0.95,0.05
pubchem::5569,40,300,-0.866667,0.05,0.120333,,,,,0.95,0.05
pubchem::5569,379129,300,1262.76,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,20,300,-0.933333,0.05,0.0601667,,,,,0.95,0.05
pubchem::5569,63,300,-0.79,0.05,0.189525,,,,,0.95,0.05
pubchem::5569,63,300,-0.79,0.05,0.189525,,,,,0.95,0.05
pubchem::5569,63,300,-0.79,0.05,0.189525,,,,,0.95,0.05
pubchem::5569,1998,300,5.66,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1998,300,5.66,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1998,300,5.66,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1,300,-0.996667,0.05,0.00300833,,4,0.880797,,0.95,0.05
pubchem::5569,738,300,1.46,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,1,0.622459,,0.95,0.05
pubchem::5569,12,300,-0.96,0.05,0.0361,,,,,0.95,0.05
pubchem::5569,1.76,300,-0.994133,0.05,0.00529467,,50,1,,0.95,0.05
pubchem::5569,12.5,300,-0.958333,0.05,0.0376042,,,,,0.95,0.05
pubchem::5569,1,300,-0.996667,0.05,0.00300833,,,,,0.95,0.05
pubchem::5569,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,8,300,-0.973333,0.05,0.0240667,,,,,0.95,0.05
pubchem::5569,84,300,-0.72,0.05,0.2527,,,,,0.95,0.05
pubchem::5569,70,300,-0.766667,0.05,0.210583,,,,,0.95,0.05
pubchem::5569,84,300,-0.72,0.05,0.2527,,,,,0.95,0.05
pubchem::5569,84,300,-0.72,0.05,0.2527,,,,,0.95,0.05
pubchem::5569,70,300,-0.766667,0.05,0.210583,,,,,0.95,0.05
pubchem::5569,70,300,-0.766667,0.05,0.210583,,,,,0.95,0.05
pubchem::5569,100,300,-0.666667,0.05,0.300833,,10,0.993307,,0.95,0.05
pubchem::5569,,300,,0.05,,,1982,1,,0.95,0.05
pubchem::5569,0.1,300,-0.999667,0.05,0.000300833,,,,,0.95,0.05
pubchem::5569,0.1,300,-0.999667,0.05,0.000300833,,,,,0.95,0.05
pubchem::5569,1,300,-0.996667,0.05,0.00300833,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,4.58,0.908045,,0.95,0.05
pubchem::5569,,300,,0.05,,,1,0.622459,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,16,0.999665,,0.95,0.05
pubchem::5569,16,300,-0.946667,0.05,0.0481333,,,,,0.95,0.05
pubchem::5569,2669,300,7.89667,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1,300,-0.996667,0.05,0.00300833,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,6,0.952574,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,6,0.952574,,0.95,0.05
pubchem::5569,17,300,-0.943333,0.05,0.0511417,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,2,0.731059,,0.95,0.05
pubchem::5569,,300,,0.05,,,2,0.731059,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,2.8,300,-0.990667,0.05,0.00842333,,1,0.622459,,0.95,0.05
pubchem::5569,100,300,-0.666667,0.05,0.300833,,100,1,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,5.4,300,-0.982,0.05,0.016245,,1,0.622459,,0.95,0.05
pubchem::5569,,300,,0.05,,,2,0.731059,,0.95,0.05
pubchem::5569,,300,,0.05,,,6,0.952574,,0.95,0.05
pubchem::5569,,300,,0.05,,,2,0.731059,,0.95,0.05
pubchem::5569,,300,,0.05,,,6,0.952574,,0.95,0.05
pubchem::5569,5,300,-0.983333,0.05,0.0150417,,,,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,1582,300,4.27333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,5421,300,17.07,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,,300,,0.05,,,7,0.970688,,0.95,0.05
pubchem::5569,0.42,300,-0.9986,0.05,0.0012635,,,,,0.95,0.05
pubchem::5569,41,300,-0.863333,0.05,0.123342,,,,,0.95,0.05
pubchem::5569,19,300,-0.936667,0.05,0.0571583,,,,,0.95,0.05
pubchem::5569,1984,300,5.61333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5569,1984,300,5.61333,0.05,0.9025,,,,,0.95,0.05
pubchem::5569,0.16,300,-0.999467,0.05,0.000481333,,,,,0.95,0.05
pubchem::5569,0.01,300,-0.999967,0.05,3.00833e-05,,,,,0.95,0.05
pubchem::5569,1.3,300,-0.995667,0.05,0.00391083,,,,,0.95,0.05
pubchem::5569,0.15,300,-0.9995,0.05,0.00045125,,,,,0.95,0.05
pubchem::5569,10.2,300,-0.966,0.05,0.030685,,,,,0.95,0.05
pubchem::5569,0.1,300,-0.999667,0.05,0.000300833,,,,,0.95,0.05
pubchem::5569,0.15,300,-0.9995,0.05,0.00045125,,,,,0.95,0.05
pubchem::5569,24.6,300,-0.918,0.05,0.074005,,,,,0.95,0.05
pubchem::5569,48,300,-0.84,0.05,0.1444,,,,,0.95,0.05
pubchem::5569,,300,,0.05,,,1,0.622459,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,,300,,0.05,,,4,0.880797,,0.95,0.05
pubchem::5569,1982,300,5.60667,0.05,0.9025,,1982,1,,0.95,0.05
pubchem::5569,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::5672,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5915307,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5978,6,300,-0.98,0.05,0.01805,,,,,0.95,0.05
pubchem::5978,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5978,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5978,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5978,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5978,,300,,0.05,,,1995,1,,0.95,0.05
pubchem::5978,5,300,-0.983333,0.05,0.0150417,,5,0.924142,,0.95,0.05
pubchem::5978,507791,300,1691.64,0.05,0.9025,,,,,0.95,0.05
pubchem::5978,0.19,300,-0.999367,0.05,0.000571583,,,,,0.95,0.05
pubchem::5978,2,300,-0.993333,0.05,0.00601667,,,,,0.95,0.05
pubchem::5978,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::5978,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::5978,19,300,-0.936667,0.05,0.0571583,,,,,0.95,0.05
pubchem::5978,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5978,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5978,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5978,2006,300,5.68667,0.05,0.9025,,,,,0.95,0.05
pubchem::5978,297,300,-0.01,0.05,0.893475,,,,,0.95,0.05
pubchem::5978,49,300,-0.836667,0.05,0.147408,,,,,0.95,0.05
pubchem::5978,4,300,-0.986667,0.05,0.0120333,,,,,0.95,0.05
pubchem::5978,,300,,0.05,,,21,0.999972,,0.95,0.05
pubchem::5978,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
pubchem::5978,3,300,-0.99,0.05,0.009025,,,,,0.95,0.05
