n_bfactor,bfactor_mean_angstrom2,bfactor_median_angstrom2,bfactor_stdev_angstrom2,bfactor_q1_angstrom2,bfactor_q3_angstrom2,bfactor_iqr_angstrom2,heterogeneity_index_Hs,eta_proxy_central,eta_proxy_low,eta_proxy_high,eta_paper_range_low,eta_paper_range_high,eta_range_validated,proxy_method,proxy_note,n_resolution,resolution_median_angstrom,resolution_mean_angstrom
362,52.29,48.21,27.67,38.41,59.71,21.31,0.5292,0.6026,0.4801,0.7464,0.1,1.0,True,BFactor_linear_rescaling_from_FMO_reference,"eta_proxy=0.603 from B_median=48.2Ang2 vs FMO_ref B=12Ang2 eta=0.15. Paper range [0.1,1.0] covers [0.480,0.746].",495,2.50,3.20
